39.293982899999996 -76.66091665020001
39.2987227763 -76.572195455
39.347232899999995 -76.6842800534
39.3560150963 -76.578301616
39.2933229203 -76.6754757121
39.2933823619 -76.6754757121
39.2934930864 -76.6754850363
39.293552528 -76.6754850363
39.274018405999996 -76.68947943970001
39.2735685148 -76.68994914390001
39.2740580338 -76.689439812
39.2840220679 -76.68205507489999
39.2743237726 -76.6922195778
39.2737421775 -76.69431868
39.2737025497 -76.6942988661
39.3125505102 -76.6465451649
39.3574883135 -76.59983693550001
39.3076623172 -76.6480148865
39.3149934403 -76.6225599213
39.2926329317 -76.662720257
39.291137569499995 -76.6518820828
39.307742738099996 -76.6480148865
39.2931632439 -76.67546522239999
39.2934324793 -76.6754850363
39.283982440100004 -76.68205507489999
39.274018405999996 -76.68947943970001
39.2740580338 -76.689439812
39.2840220679 -76.68205507489999
39.2743237726 -76.6922195778
39.2737421775 -76.69431868
39.3125505102 -76.6465451649
39.314153100300004 -76.6458411909
39.314102982899996 -76.6457817493
39.3574883135 -76.59983693550001
39.3149934403 -76.6225599213
39.2926329317 -76.662720257
39.2903380228 -76.6538821157
39.307742738099996 -76.6480148865
39.2928334013 -76.6754454086
39.2931632439 -76.67546522239999
39.2934324793 -76.6754850363
39.2735685148 -76.68994914390001
39.2734764395 -76.6900936686
39.2962134106 -76.6556991626
39.308732264899994 -76.65261519479999
39.3076623172 -76.6480148865
39.2903485125 -76.65383199819999
39.2903380228 -76.6538821157
39.2815371781 -76.6380508524
39.2928334013 -76.6754454086
39.2933229203 -76.6754757121
39.2933823619 -76.6754757121
39.2934930864 -76.6754850363
39.314153100300004 -76.6458411909
39.308732264899994 -76.65261519479999
39.2962134106 -76.6556991626
39.2737025497 -76.6942988661
39.2734764395 -76.6900936686
39.283982440100004 -76.68205507489999
39.293552528 -76.6754850363
39.291137569499995 -76.6518820828
39.2903485125 -76.65383199819999
39.2815371781 -76.6380508524
39.314102982899996 -76.6457817493
39.290047808000004 -76.5382858049
39.358182963400004 -76.599623646
39.2528956802 -76.64230966390001
39.31667035 -76.61060369319999
39.2986335754 -76.5735473633
39.3526344299 -76.5844573975
39.3135185242 -76.6049499512
39.2948722839 -76.63231658939999
39.295154 -76.633155
39.2951393127 -76.6334075928
39.2912864685 -76.65254974369999
39.2912864685 -76.6526031494
39.2912826538 -76.6526489258
39.290195465100005 -76.65223693850001
39.2913093567 -76.6519012451
39.2901878357 -76.6524887085
39.2889480591 -76.6503753662
39.289005279499996 -76.6476135254
39.2887115479 -76.6475296021
39.2900733948 -76.5385284424
39.3135185242 -76.6049499512
39.289149195 -76.63221895689999
39.300239563000005 -76.6577682495
39.298522 -76.647834
39.2956341058 -76.6339268535
39.290210723899996 -76.6517868042
39.2902030945 -76.6519851685
39.2951393127 -76.6334075928
39.2890129089 -76.6474304199
39.289009094200004 -76.6474761963
39.2913093567 -76.65194702149999
